Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0038196~type III interferon signaling pathway	2	3.0303030303030303	0.03451420645055545	IL10RB, IFNGR2	63	11	19453	56.14141414141413	0.9999999971312205	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0035455~response to interferon-alpha	2	3.0303030303030303	0.03451420645055545	IFNAR2, MX2	63	11	19453	56.14141414141413	0.9999999971312205	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	4	6.0606060606060606	0.040351113191225224	SON, U2AF1, RRP1B, SCAF4	63	238	19453	5.18954248366013	0.9999999999038557	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0010739~positive regulation of protein kinase A signaling	2	3.0303030303030303	0.043721976652453934	APP, SPATC1L	63	14	19453	44.111111111111114	0.9999999999865989	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0046425~regulation of JAK-STAT cascade	2	3.0303030303030303	0.043721976652453934	IFNAR2, IFNAR1	63	14	19453	44.111111111111114	0.9999999999865989	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0016578~histone deubiquitination	2	3.0303030303030303	0.043721976652453934	USP25, USP16	63	14	19453	44.111111111111114	0.9999999999865989	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0043518~negative regulation of DNA damage response, signal transduction by p53 class mediator	2	3.0303030303030303	0.04677199143806723	DYRK1A, PTTG1IP	63	15	19453	41.17037037037037	0.9999999999977602	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	3	4.545454545454546	0.06034185037943516	RCAN1, TRPM2, APP	63	125	19453	7.410666666666667	0.9999999999999992	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	4	6.0606060606060606	0.06471158081440481	USP25, USP16, TTC3, UBE2G2	63	289	19453	4.273740868896578	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	3	4.545454545454546	0.07081633342936657	YBEY, RRP1, RRP1B	63	137	19453	6.761557177615571	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0050730~regulation of peptidyl-tyrosine phosphorylation	2	3.0303030303030303	0.07083000619523866	APP, ITGB2	63	23	19453	26.85024154589372	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0007569~cell aging	2	3.0303030303030303	0.07675055222657719	MORC3, SOD1	63	25	19453	24.702222222222222	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	2	3.0303030303030303	0.08263397798326666	APP, SOD1	63	27	19453	22.872427983539094	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0043085~positive regulation of catalytic activity	2	3.0303030303030303	0.08848051240870537	SLC5A3, SOD1	63	29	19453	21.295019157088124	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	4	6.0606060606060606	0.09189314806183387	APP, PRMT2, RRP1B, SOD1	63	336	19453	3.6759259259259256	1.0	1.0	0.998211091234347
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	4	6.0606060606060606	0.09189314806183387	SETD4, USP16, PRMT2, DYRK1A	63	336	19453	3.6759259259259256	1.0	1.0	0.998211091234347
