p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EEF1B2	6.35939549535564e-308	0.555243160546918	0.988	0.849	1.17394440844265e-303	0	EEF1B2
IFITM1	3.91384224791814e-306	0.827022923500146	0.372	0.124	7.22495278965688e-302	0	IFITM1
RPLP1	7.41491656480827e-306	0.44174056839494	1	0.999	1.36879359786361e-301	0	RPLP1
RPS21	3.10248600168477e-299	0.530654177388734	0.999	0.929	5.72718915911008e-295	0	RPS21
RPS9	5.00003211783999e-297	0.430021381169836	1	0.976	9.23005928953262e-293	0	RPS9
RPL23A	2.67577223932218e-291	0.498175864181252	1	0.963	4.93947555378875e-287	0	RPL23A
MALAT1	2.46044324865295e-290	0.541231842356021	1	1	4.54197823701335e-286	0	MALAT1
RPL36A	5.63309177893862e-290	0.589983462025119	0.993	0.875	1.03986874239207e-285	0	RPL36A
IL7R	6.54988924550645e-266	0.592163266946508	0.429	0.173	1.20910955472049e-261	0	IL7R
RPS7	5.62683347559825e-260	0.42461121289591	1	0.964	1.03871345959544e-255	0	RPS7
RPS20	2.2651029338901e-259	0.488229468864964	1	0.96	4.18138001596113e-255	0	RPS20
IL32	1.50122988701792e-251	0.78029880029378	0.319	0.105	2.77127037143508e-247	0	IL32
LCK	9.18702742367276e-249	0.458403721080097	0.285	0.081	1.69592526240999e-244	0	LCK
RPL24	4.92414528858626e-243	0.424842020330982	1	0.934	9.08997220273024e-239	0	RPL24
RPS10	2.44229718820348e-240	0.492889832409618	0.988	0.856	4.50848060942363e-236	0	RPS10
RPL19	2.87938962349508e-239	0.419056064197658	1	0.987	5.31535324497192e-235	0	RPL19
RPL7	2.51396159505834e-234	0.440717858269677	1	0.99	4.64077310447769e-230	0	RPL7
RPL15	6.31127025041183e-231	0.364139279926886	1	0.982	1.16506048822602e-226	0	RPL15
NBEAL1	7.47268732858332e-220	0.570361311173289	0.873	0.624	1.37945808085648e-215	0	NBEAL1
AC090498.1	1.96808268161097e-218	0.601011016386843	0.883	0.677	3.63308063025386e-214	0	AC090498.1
NPM1	7.0485971923012e-218	0.401368547807701	0.989	0.823	1.3011710416988e-213	0	NPM1
EIF3E	8.50649594626321e-216	0.437465172509086	0.969	0.787	1.57029915168019e-211	0	EIF3E
PABPC1	1.56700896703501e-211	0.416956860604538	0.988	0.888	2.89269855314662e-207	0	PABPC1
RPS4X	1.98460573841804e-211	0.469640542092212	1	0.98	3.6635821931197e-207	0	RPS4X
RPL7A	1.15181682684401e-207	0.394200871986027	1	0.945	2.12625386235404e-203	0	RPL7A
HSP90AB1	6.0699173760398e-207	0.596700485838948	0.916	0.739	1.12050674761695e-202	0	HSP90AB1
TPT1	2.1246484499948e-203	0.402008494703812	1	0.972	3.92210103869041e-199	0	TPT1
RPLP0	4.30548059833698e-200	0.382376006905635	1	0.947	7.94791718453007e-196	0	RPLP0
RPL8	7.72463435306669e-192	0.346545849253786	1	0.986	1.42596750157611e-187	0	RPL8
FYB	3.03880432138278e-191	0.51010633529861	0.508	0.268	5.60963277727262e-187	0	FYB
TRBC2	5.727861293661e-187	0.690202571841579	0.302	0.12	1.05736319480982e-182	0	TRBC2
RPL23	5.65760012290178e-186	0.392795479213566	0.999	0.905	1.04439298268767e-181	0	RPL23
LEPROTL1	7.23732800074564e-185	0.514944631689187	0.373	0.175	1.33601074893764e-180	0	LEPROTL1
RPL26	6.02789474345388e-184	0.397129529342144	1	0.954	1.11274936964159e-179	0	RPL26
SARAF	7.93532859520705e-183	0.491274006817181	0.839	0.628	1.46486165867522e-178	0	SARAF
B2M	8.16692192098583e-181	0.368022603450534	1	1	1.50761378661398e-176	0	B2M
MGAT4A	5.68057507162694e-180	0.422642896494393	0.51	0.279	1.04863415822233e-175	0	MGAT4A
MIF	6.08341922793281e-173	0.376382855027749	0.79	0.544	1.1229991894764e-168	0	MIF
CD69	5.24225885676466e-172	0.452306337668073	0.802	0.542	9.67720984958755e-168	0	CD69
UBA52	1.01670362803831e-164	0.293432008816831	1	0.996	1.87683489735872e-160	0	UBA52
RPS4Y1	9.45241112707805e-164	0.416313114169823	0.948	0.79	1.74491509405861e-159	0	RPS4Y1
TCF7	8.03313317844363e-158	0.382984903500286	0.288	0.118	1.48291638474069e-153	0	TCF7
EEF2	1.18626587384679e-157	0.371146244955578	0.972	0.853	2.18984680312118e-153	0	EEF2
FAU	2.93711558558761e-153	0.322943610451584	1	0.972	5.42191537099473e-149	0	FAU
RPS11	4.17463272892548e-144	0.296862608046048	1	0.969	7.70637201759644e-140	0	RPS11
LTB	8.78432572825529e-144	0.518738884121572	0.631	0.424	1.62158652943593e-139	0	LTB
SNHG8	1.1385036601244e-143	0.393457697614217	0.734	0.529	2.10167775658964e-139	0	SNHG8
COMMD6	1.99497385150872e-140	0.369796228948034	0.896	0.714	3.68272172988509e-136	0	COMMD6
TOMM7	1.3374042965473e-137	0.474570975536269	0.864	0.723	2.46884833142632e-133	0	TOMM7
RPS24	8.7998687712214e-136	0.292742039539744	1	0.984	1.62445577516747e-131	0	RPS24
EEF1D	1.11927121977514e-129	0.368639548601466	0.989	0.915	2.06617467170491e-125	0	EEF1D
JUNB	2.37281454504164e-126	0.770409578914863	0.767	0.625	4.38021565014687e-122	0	JUNB
CALM1	1.91646189458021e-122	0.31667573218714	0.92	0.718	3.53778865739507e-118	0	CALM1
GNB2L1	8.50081775332315e-120	0.289907426383384	0.999	0.921	1.56925095726345e-115	0	GNB2L1
APRT	5.03746167999293e-116	0.352557355202742	0.665	0.498	9.29915426126696e-112	0	APRT
PIK3IP1	1.88583904736137e-114	0.280638045558092	0.26	0.116	3.48125888142909e-110	0	PIK3IP1
SLC2A3	1.42231647852328e-113	0.34069395223718	0.386	0.215	2.62559621935398e-109	0	SLC2A3
HSPA8	1.9073542518855e-113	0.298941102424041	0.842	0.666	3.52097594898063e-109	0	HSPA8
EVL	1.74258825866223e-112	0.374891015194559	0.617	0.432	3.21681792549047e-108	0	EVL
AAK1	1.43758951990501e-109	0.337322806971708	0.477	0.298	2.65379025374465e-105	0	AAK1
NOSIP	3.8016620682026e-105	0.458165279726942	0.463	0.313	7.01786817790199e-101	0	NOSIP
CORO1A	4.65018091924435e-102	0.286288231240022	0.829	0.625	8.58423397692508e-98	0	CORO1A
IPCEF1	2.59867414673127e-98	0.255578845508958	0.321	0.166	4.79715247486592e-94	0	IPCEF1
NACA	6.73469559634732e-98	0.257397328367551	0.993	0.928	1.24322480708572e-93	0	NACA
SNRPD2	1.77987253325908e-96	0.284405350358358	0.816	0.655	3.28564469639625e-92	0	SNRPD2
GLTSCR2	9.09305008558268e-93	0.254607017603118	0.943	0.755	1.67857704579856e-88	0	GLTSCR2
COX7C	6.54270286088303e-90	0.268105685969086	0.98	0.881	1.20778294811901e-85	0	COX7C
EIF4A2	3.91577237552938e-88	0.266197320270114	0.869	0.715	7.22851580522724e-84	0	EIF4A2
TMEM123	8.21193492059743e-88	0.313969286164212	0.578	0.411	1.51592318634228e-83	0	TMEM123
HCST	5.30836794434613e-80	0.256798156303699	0.565	0.401	9.79924722526295e-76	0	HCST
JUN	6.39076477085383e-79	0.258779502607534	0.849	0.685	1.17973517669962e-74	0	JUN
CD44	3.12027953547704e-78	0.282363048493556	0.503	0.349	5.76003602249062e-74	0	CD44
RSL1D1	6.4793040341765e-74	0.263868264736329	0.51	0.362	1.19607952470898e-69	0	RSL1D1
ACAP1	1.52897526273525e-73	0.27897337176865	0.399	0.259	2.82248833500927e-69	0	ACAP1
C6orf48	6.49093827565389e-72	0.259289854713993	0.696	0.541	1.19822720568571e-67	0	C6orf48
TRAF3IP3	2.67588095612819e-71	0.288545024503625	0.34	0.212	4.93967624501263e-67	0	TRAF3IP3
SLC25A6	5.33752129459769e-67	0.26495644540469	0.971	0.854	9.85306430982733e-63	0	SLC25A6
PFDN5	2.57690935907637e-65	0.258763835148216	0.98	0.927	4.75697467685497e-61	0	PFDN5
NR4A2	2.72275836868883e-57	0.263010460918404	0.317	0.2	5.02621194859957e-53	0	NR4A2
CMPK1	8.1182776561597e-57	0.252440907163384	0.508	0.389	1.49863405532708e-52	0	CMPK1
ENO1	1.5757191279724e-55	0.307997359936568	0.735	0.604	2.90877751023705e-51	0	ENO1
C1QBP	2.30372171774951e-55	0.319257174660806	0.567	0.457	4.2526702909656e-51	0	C1QBP
RPS26	2.3377795340049e-53	0.425218107238073	0.943	0.852	4.31554101977305e-49	0	RPS26
SELL	5.48915561063303e-53	0.300486960293747	0.31	0.2	1.01329812572286e-48	0	SELL
DNAJB1	6.33991197121399e-49	0.273331214318065	0.343	0.241	1.1703477498861e-44	0	DNAJB1
PTPRC	2.79837976155162e-44	0.298195724243916	0.414	0.314	5.16580903982429e-40	0	PTPRC
ALOX5AP	3.20353358466952e-41	0.309029470669014	0.492	0.398	5.91372299729994e-37	0	ALOX5AP
RGS10	1.22609685455501e-39	0.27452460112179	0.277	0.194	2.26337479350856e-35	0	RGS10
ZNF90	8.67696700322964e-39	0.33740259227005	0.43	0.334	1.60176810879619e-34	0	ZNF90
DAAM1	1.25624107426694e-27	0.253996216925261	0.372	0.299	2.31902102309677e-23	0	DAAM1
CD79B	0	1.43190620493369	0.939	0.56	0	1	CD79B
TCL1A	0	1.38696181037666	0.952	0.615	0	1	TCL1A
VPREB1	0	1.34664447830863	0.981	0.57	0	1	VPREB1
CD24	0	1.26921003278534	0.872	0.376	0	1	CD24
SOX4	0	1.26336935259745	0.957	0.58	0	1	SOX4
CD9	0	1.26050778579037	0.886	0.424	0	1	CD9
IGLL1	0	1.18116348653794	0.636	0.303	0	1	IGLL1
VPREB3	0	1.09671278384913	0.865	0.429	0	1	VPREB3
DNTT	0	1.05477985857769	0.935	0.69	0	1	DNTT
TSC22D3	0	1.03234331723713	0.936	0.718	0	1	TSC22D3
RPS4Y2	0	1.00953431919608	0.67	0.251	0	1	RPS4Y2
CD79A	0	0.984455590388355	0.933	0.527	0	1	CD79A
SLC35E3	0	0.964647007218387	0.618	0.214	0	1	SLC35E3
HLA-DRA	0	0.930310458292456	0.998	0.823	0	1	HLA-DRA
ZCCHC7	0	0.883476212473681	0.8	0.37	0	1	ZCCHC7
NEIL1	0	0.874674333252613	0.545	0.182	0	1	NEIL1
YBX3	0	0.855203237006767	0.853	0.638	0	1	YBX3
LAPTM5	0	0.848639643150255	0.97	0.735	0	1	LAPTM5
TCF4	0	0.840893569232519	0.866	0.465	0	1	TCF4
CCND3	0	0.837344789697732	0.898	0.582	0	1	CCND3
H3F3B	0	0.832381427756326	0.999	0.948	0	1	H3F3B
RCSD1	0	0.831851016404837	0.82	0.433	0	1	RCSD1
CD74	0	0.830932277045871	0.999	0.86	0	1	CD74
ACTG1	0	0.809167087543545	0.994	0.83	0	1	ACTG1
LINC01013	0	0.795175141868925	0.553	0.164	0	1	LINC01013
HIST1H2AC	0	0.786745156481895	0.52	0.204	0	1	HIST1H2AC
PNISR	0	0.772376862102266	0.926	0.695	0	1	PNISR
ARPP21	0	0.750838805881168	0.568	0.169	0	1	ARPP21
S100A16	0	0.743198322418599	0.768	0.366	0	1	S100A16
LAT2	0	0.724269025848865	0.852	0.477	0	1	LAT2
HLA-DPB1	0	0.705159659474401	0.93	0.644	0	1	HLA-DPB1
SRSF5	0	0.699444218168097	0.965	0.805	0	1	SRSF5
PTPRE	0	0.69203637671476	0.679	0.346	0	1	PTPRE
MME	0	0.68923424140335	0.53	0.163	0	1	MME
CD81	0	0.689019825215563	0.583	0.254	0	1	CD81
EBF1	0	0.686487143948788	0.604	0.222	0	1	EBF1
SOCS2	0	0.682649666613206	0.667	0.288	0	1	SOCS2
TERF2	0	0.678865097006579	0.564	0.235	0	1	TERF2
PTMA	0	0.667055947739107	1	0.984	0	1	PTMA
CMTM8	0	0.665151449385893	0.387	0.107	0	1	CMTM8
MLXIP	0	0.663182088504009	0.613	0.284	0	1	MLXIP
SEPT6	0	0.661125331795591	0.784	0.45	0	1	SEPT6
MZB1	0	0.65879165305346	0.801	0.431	0	1	MZB1
SSBP2	0	0.636190265471941	0.584	0.222	0	1	SSBP2
BCL7A	0	0.631220821257086	0.58	0.236	0	1	BCL7A
LCN6	0	0.6307053485152	0.63	0.279	0	1	LCN6
PNN	0	0.627397404397401	0.832	0.527	0	1	PNN
DDAH2	0	0.62722794294375	0.632	0.307	0	1	DDAH2
SYNE3	0	0.611090130233565	0.633	0.278	0	1	SYNE3
MARCKSL1	0	0.61082422180037	0.806	0.483	0	1	MARCKSL1
MYB	0	0.592569827824367	0.497	0.18	0	1	MYB
HLA-DRB1	0	0.588958273883783	0.958	0.708	0	1	HLA-DRB1
TAF7	0	0.570399090883936	0.762	0.452	0	1	TAF7
OFD1	0	0.567987139133295	0.594	0.272	0	1	OFD1
ARHGDIB	0	0.566728209171977	0.976	0.795	0	1	ARHGDIB
WDR66	0	0.532749341101326	0.4	0.111	0	1	WDR66
GMFG	6.71534887304065e-308	0.593331937829796	0.934	0.723	1.2396534019633e-303	1	GMFG
CD72	2.03207658124751e-306	0.501716215033404	0.5	0.197	3.75121336898291e-302	1	CD72
PRDX1	1.5306971687275e-305	0.641852923377366	0.89	0.626	2.82566697347096e-301	1	PRDX1
ATRX	3.0181057640157e-305	0.634308183365363	0.784	0.502	5.57142324037299e-301	1	ATRX
TOP2B	4.92326182416881e-305	0.549090232216558	0.576	0.267	9.08834132741561e-301	1	TOP2B
HLA-DPA1	2.43895896856576e-301	0.591052708027702	0.915	0.616	4.50231825597239e-297	1	HLA-DPA1
CD37	1.17368138298797e-296	0.858925538852931	0.827	0.593	2.1666158329958e-292	1	CD37
CXCR4	1.08379396166914e-294	0.667135196511444	0.917	0.704	2.00068365324123e-290	1	CXCR4
RP11-301G19.1	5.44479875816809e-294	0.575678552627224	0.373	0.116	1.00510985075783e-289	1	RP11-301G19.1
WASF2	1.4023542690362e-291	0.604170913776787	0.725	0.438	2.58874598064082e-287	1	WASF2
STIM2	2.35635110870439e-290	0.622100084220381	0.637	0.309	4.34982414666831e-286	1	STIM2
XBP1	1.49263302822227e-289	0.696753617215613	0.792	0.495	2.75540057009831e-285	1	XBP1
MIR181A1HG	3.02972651406176e-288	0.510931874396124	0.528	0.223	5.592875144958e-284	1	MIR181A1HG
CCNI	8.00879639639465e-286	0.556442843315242	0.954	0.809	1.47842381477445e-281	1	CCNI
KLF2	5.01457078385546e-283	0.788161231533582	0.822	0.592	9.25689766699718e-279	1	KLF2
ADA	2.94394374845965e-279	0.518309231657805	0.576	0.272	5.43452015965652e-275	1	ADA
GABPB1-AS1	3.28221140738171e-278	0.622267303464434	0.688	0.378	6.05896225802664e-274	1	GABPB1-AS1
HMGB1	1.8288730998733e-275	0.484102785782224	0.995	0.899	3.37609974236611e-271	1	HMGB1
IL3RA	1.3032648611229e-274	0.541283612677377	0.533	0.233	2.40582693363288e-270	1	IL3RA
YWHAZ	4.73384125310929e-269	0.562164515306152	0.881	0.657	8.73867095323975e-265	1	YWHAZ
EZR	2.54899786548932e-261	0.565479366101521	0.668	0.373	4.70545005969329e-257	1	EZR
AFF3	8.49384924602259e-259	0.484700942968259	0.512	0.227	1.56796457081577e-254	1	AFF3
ZFP36L2	5.12420180215318e-258	0.67870038331987	0.868	0.658	9.45927652677477e-254	1	ZFP36L2
C1orf228	8.83287054305333e-258	0.499804843839077	0.715	0.389	1.63054790224764e-253	1	C1orf228
UBE2J1	9.55098076385006e-258	0.601938332280166	0.656	0.365	1.76311104900672e-253	1	UBE2J1
PDLIM1	1.67403232761096e-256	0.535113871639045	0.636	0.324	3.09026367676983e-252	1	PDLIM1
ERG	9.2980902112547e-251	0.506847585185952	0.429	0.172	1.71642745299762e-246	1	ERG
HMGN1	9.14517583034299e-244	0.508027373810022	0.959	0.772	1.68819945828132e-239	1	HMGN1
STMN1	1.2731395114121e-242	0.418377387338936	0.919	0.701	2.35021553806674e-238	1	STMN1
TMSB4X	1.19689413225131e-241	0.480780982700529	1	0.997	2.20946656813593e-237	1	TMSB4X
GNG7	1.24482504997798e-241	0.419058202007389	0.49	0.217	2.29794704225935e-237	1	GNG7
DDX5	1.35517004678766e-240	0.543286059077571	0.988	0.9	2.50164390637001e-236	1	DDX5
LINC01420	1.55432647381461e-240	0.482645236433106	0.663	0.365	2.86928667066177e-236	1	LINC01420
IFI16	4.12142137683093e-240	0.524555156040794	0.764	0.483	7.6081438616299e-236	1	IFI16
FAM129C	8.73082237385749e-240	0.496738212885624	0.526	0.251	1.61170981021409e-235	1	FAM129C
HLA-DQB1	1.7271038236443e-238	0.549267654510301	0.757	0.466	3.18823365844738e-234	1	HLA-DQB1
BACH2	6.31643253137907e-238	0.427824265576957	0.363	0.129	1.16601344529258e-233	1	BACH2
HLA-DMB	1.70951964831653e-237	0.545379389109072	0.581	0.301	3.15577327079231e-233	1	HLA-DMB
BANK1	1.54170390675082e-236	0.504988465663254	0.56	0.276	2.84598541186201e-232	1	BANK1
SH3BGRL	3.74730814919302e-235	0.475628674956308	0.818	0.602	6.91753084341032e-231	1	SH3BGRL
BLNK	1.81069393367294e-230	0.404243718703987	0.435	0.18	3.34254100156024e-226	1	BLNK
ETS2	3.00123081768443e-230	0.493762963642304	0.528	0.258	5.54027208944545e-226	1	ETS2
HLA-B	1.20092422963859e-229	0.504329149574692	0.997	0.945	2.21690612791284e-225	1	HLA-B
PFKL	1.55360577487373e-228	0.464889994775199	0.604	0.314	2.86795626041691e-224	1	PFKL
ZEB2	2.33971188900494e-228	0.497683024508118	0.667	0.384	4.31910814710312e-224	1	ZEB2
TCF3	6.88783456567439e-228	0.386601044210372	0.44	0.186	1.27149426082349e-223	1	TCF3
HLA-E	2.67388331647128e-226	0.547751035449518	0.919	0.75	4.93598860220598e-222	1	HLA-E
HLA-A	1.34417637173884e-225	0.498879311760068	0.976	0.891	2.4813495822299e-221	1	HLA-A
GPM6B	1.49160527276518e-224	0.389553980591394	0.385	0.148	2.75350333352452e-220	1	GPM6B
PAG1	9.88399422767188e-224	0.483462555557237	0.561	0.291	1.82458533442823e-219	1	PAG1
LUC7L3	7.20565688695616e-223	0.481666072542873	0.729	0.467	1.33016426133211e-218	1	LUC7L3
PCDH9	1.70655474469105e-222	0.408770056366936	0.277	0.081	3.15030005869968e-218	1	PCDH9
CMTM7	3.67924341673204e-222	0.439307056920531	0.488	0.228	6.79188334728734e-218	1	CMTM7
ARGLU1	1.88093541730736e-220	0.507695306961957	0.804	0.574	3.47220678034939e-216	1	ARGLU1
SH3KBP1	5.35075770213296e-220	0.487298083570465	0.644	0.368	9.87749871813744e-216	1	SH3KBP1
HSP90AA1	1.21038662934263e-219	0.414382838257841	0.988	0.869	2.23437371776649e-215	1	HSP90AA1
HLA-DMA	3.60900989020776e-219	0.471423604630566	0.666	0.384	6.66223225732353e-215	1	HLA-DMA
RPS4X1	4.14123736323472e-219	0.430087018235631	1	0.98	7.64472417253129e-215	1	RPS4X
H1FX	9.06149592187662e-219	0.781525919290672	0.677	0.428	1.67275214717842e-214	1	H1FX
UHRF1	8.31869946757957e-218	0.602563139623004	0.589	0.315	1.53563192171519e-213	1	UHRF1
TRIM38	1.52163230692207e-216	0.437993284947875	0.486	0.228	2.80893323857815e-212	1	TRIM38
KMT2E	5.3462672307869e-214	0.480783229270972	0.689	0.424	9.86920930803261e-210	1	KMT2E
MEF2C	3.68534382129651e-213	0.492834350716284	0.789	0.496	6.80314469411335e-209	1	MEF2C
S1PR4	7.62693609776728e-213	0.477132340911928	0.478	0.228	1.40793240364784e-208	1	S1PR4
SON	5.00351359126141e-212	0.491083297849517	0.919	0.763	9.23648608946855e-208	1	SON
ROCK1	2.27910581296291e-211	0.445703519895017	0.646	0.37	4.20722933072953e-207	1	ROCK1
LEF1	1.32033306715792e-210	0.507239789584795	0.564	0.297	2.43733484197353e-206	1	LEF1
VDAC1	1.1528827736994e-207	0.501965668877561	0.652	0.394	2.1282216002491e-203	1	VDAC1
SNHG7	2.55440130697267e-207	0.481361834002959	0.618	0.348	4.71542481267154e-203	1	SNHG7
HLA-C	6.36505766531628e-207	0.470167228913437	0.982	0.882	1.17498964501739e-202	1	HLA-C
RP11-231E4.2	4.97517737767455e-205	0.608197726040116	0.432	0.195	9.18417743918722e-201	1	RP11-231E4.2
AES	1.03600811379481e-202	0.580924911209236	0.737	0.503	1.91247097806521e-198	1	AES
RP11-164H13.1	1.79706637874723e-201	0.426491203053155	0.286	0.092	3.31738453516739e-197	1	RP11-164H13.1
BTG1	3.48586888740499e-201	0.585550554317564	0.93	0.785	6.43491396614961e-197	1	BTG1
TPM4	3.09023188025614e-200	0.465492790268476	0.582	0.319	5.70456805095283e-196	1	TPM4
KLF6	6.79052518263866e-200	0.632545712942103	0.858	0.657	1.2535309487151e-195	1	KLF6
RP11-356I2.4	3.67314835621847e-199	0.501457566723069	0.371	0.153	6.7806318655793e-195	1	RP11-356I2.4
JUP	6.93606797873882e-198	0.359997510322293	0.402	0.173	1.28039814887519e-193	1	JUP
SRP14	1.93333566262e-197	0.379940336747757	0.971	0.863	3.56893763319653e-193	1	SRP14
PSMB8-AS1	1.41008770853511e-194	0.421946594377487	0.576	0.321	2.60302190995581e-190	1	PSMB8-AS1
TTC3	1.56702948258208e-194	0.477554551406377	0.711	0.444	2.89273642484653e-190	1	TTC3
GLTSCR21	2.92464555930097e-194	0.433125621355092	0.933	0.763	5.39889570246959e-190	1	GLTSCR2
AEBP1	9.8230998050613e-194	0.30170844749353	0.273	0.087	1.81334422401432e-189	1	AEBP1
BTK	3.16004646475063e-193	0.378407142215469	0.478	0.232	5.83344577392967e-189	1	BTK
SMIM14	8.97525851082075e-193	0.433234273769623	0.428	0.195	1.65683272109751e-188	1	SMIM14
NR3C1	4.25616406403125e-191	0.515767325045848	0.57	0.327	7.85687886220168e-187	1	NR3C1
NUDT3	9.40382762966441e-191	0.39140896398431	0.549	0.29	1.73594658043605e-186	1	NUDT3
SF1	3.71085771624398e-190	0.441746872673785	0.772	0.535	6.85024334418638e-186	1	SF1
SLC25A5	4.02510957558993e-190	0.402585041901571	0.917	0.686	7.43035227653901e-186	1	SLC25A5
CLIC1	6.28410008421947e-190	0.441662152240283	0.873	0.635	1.16004487554691e-185	1	CLIC1
LRMP	3.53427383150983e-188	0.408183463945836	0.459	0.219	6.52426949296714e-184	1	LRMP
CD19	1.52403748564861e-186	0.373141400020621	0.467	0.226	2.81337319850734e-182	1	CD19
IGHD	4.04639172243203e-186	0.35962882375834	0.439	0.201	7.46963911960953e-182	1	IGHD
SMIM3	5.27038442542357e-186	0.392933663812723	0.418	0.19	9.72912964933192e-182	1	SMIM3
TCEAL4	2.95838692861046e-185	0.40800460261787	0.534	0.282	5.46118227021491e-181	1	TCEAL4
UTRN	8.35599223605071e-185	0.42735412288263	0.486	0.246	1.54251616677496e-180	1	UTRN
MSI2	1.9414275815096e-184	0.377564008380231	0.45	0.216	3.58387531546672e-180	1	MSI2
EIF3F	2.78685013174975e-184	0.435343841910342	0.874	0.668	5.14452534321004e-180	1	EIF3F
MID1IP1	1.08439177378304e-183	0.477413043808064	0.411	0.192	2.00178721440349e-179	1	MID1IP1
UPF3B	8.97602218311324e-182	0.378689792997772	0.514	0.269	1.6569736950027e-177	1	UPF3B
PEBP1	3.47390306735185e-181	0.435569270110917	0.764	0.522	6.41282506233151e-177	1	PEBP1
MDM4	2.84631501532844e-177	0.503231827923619	0.644	0.397	5.25429751829629e-173	1	MDM4
IGBP1	6.41348323975622e-177	0.398262659054335	0.572	0.327	1.183929006059e-172	1	IGBP1
NONO	1.20661031109598e-175	0.392116571174993	0.719	0.461	2.22740263428318e-171	1	NONO
MT-CO2	3.76710761027082e-175	0.338145171148488	1	0.997	6.95408064855993e-171	1	MT-CO2
TRABD	9.55395072461226e-175	0.369448863427661	0.515	0.275	1.76365930376342e-170	1	TRABD
TLE1	1.95956630890153e-174	0.313739943070683	0.314	0.121	3.61735940623222e-170	1	TLE1
