Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006959~humoral immune response	9	2.0930232558139537	5.354823763124778E-5	MEF2C, ALOX5, BLNK, PAX5, POU2F2, RBPJ, MS4A1, HLA-DRB1, HLA-DQB1	407	64	19453	6.721322174447174	0.13043713038898164	0.007764494456530928	0.007642523470815309
GOTERM_BP_DIRECT	GO:0048024~regulation of mRNA splicing, via spliceosome	6	1.3953488372093024	5.966443708651455E-5	RBM39, HNRNPK, SON, YTHDC1, SRSF3, SF1	407	21	19453	13.656019656019657	0.1442087732562637	0.008196009515568578	0.008067259940802941
GOTERM_BP_DIRECT	GO:0006955~immune response	26	6.046511627906977	7.686361309566054E-5	CXCR4, CD79B, VPREB3, VPREB1, HLA-DMA, HLA-DMB, ADGRE5, MBP, S1PR4, HLA-DQA1, HLA-DPA1, CD74, XBP1, HLA-DRB5, HLA-B, HLA-C, HLA-A, HLA-E, IGLL1, IGHD, HLA-DPB1, HLA-DRA, CLEC4E, CD22, HLA-DRB1, HLA-DQB1	407	510	19453	2.4366623307799777	0.1817781268059414	0.0100307015089837	0.009873131102137596
GOTERM_BP_DIRECT	GO:0001916~positive regulation of T cell mediated cytotoxicity	7	1.627906976744186	9.128565055838054E-5	STX7, HLA-B, HLA-DRA, HLA-C, HLA-A, HLA-DRB1, HLA-E	407	36	19453	9.293680043680043	0.2120072764776364	0.01134550228368444	0.011167277918308552
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	15	3.488372093023256	1.4685347399599942E-4	RBM39, SF3B2, RBM25, DDX5, PRMT1, NONO, THOC2, PNN, BCLAF1, SFPQ, SON, THRAP3, LUC7L3, HNRNPC, HNRNPA1	407	211	19453	3.3978247959290613	0.31840232423402104	0.01742216214225266	0.017148480667987385
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	16	3.7209302325581395	1.7487697334447227E-4	RB1, POLR2J3, XBP1, JUND, PARP1, ATRX, LEF1, ARID4B, FOS, PAX5, PLAC8, FOSB, TAF7, CYTL1, RBMX, GTF2I	407	241	19453	3.173182990610376	0.36648323439956276	0.019844734801264027	0.019532997587910838
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	12	2.7906976744186047	1.9767593564116526E-4	PSMA6, INPP5D, BTK, HLA-DPB1, HLA-A, NFKBID, PSMB8, HLA-DRB1, ADA, ICOSLG, PSMB9, HLA-DQB1	407	142	19453	4.039104405301589	0.4030877686917611	0.02149725800097672	0.021159561610923066
GOTERM_BP_DIRECT	GO:0046598~positive regulation of viral entry into host cell	5	1.1627906976744187	2.1261821233863209E-4	CD74, HMGB1, TRIM38, LGALS9, HLA-DRB1	407	15	19453	15.932022932022932	0.42592345451809677	0.02219734136815319	0.021848647499917835
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	59	13.72093023255814	2.3156348650913415E-4	RB1, SMARCB1, ZNF292, JMJD1C, ARID4B, HMGB1, RBPJ, NR3C1, BACH2, ETS2, ELK3, SPIB, BCL7A, BBX, EPC1, LRRFIP1, CCNL1, HMGN1, DDX17, TSC22D4, MEF2C, PRKCB, TSC22D3, EBF1, ARID5B, BAZ1A, FOS, PAX5, RHOA, ZEB2, NCOR1, PHIP, ERG, DDX5, USP16, LEF1, NEDD8, ZNF22, PDLIM1, BPTF, SMARCE1, MLXIP, EGR1, JUN, XBP1, JUND, BCL11A, POU2F2, SOD2, KLF2, KLF6, HNRNPK, PHF14, MDM2, FOSB, TAF7, TCF4, MDM4, TCF3	407	1736	19453	1.6244055639216932	0.45362552509104404	0.023245411530340005	0.022880253724690984
GOTERM_BP_DIRECT	GO:0060333~interferon-gamma-mediated signaling pathway	6	1.3953488372093024	2.555200167745395E-4	HLA-B, HLA-DPB1, HLA-C, HLA-A, HLA-E, HLA-DQB1	407	28	19453	10.242014742014742	0.4867501228158423	0.024700268288205488	0.024312256410881188
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	13	3.0232558139534884	2.733369325561997E-4	CD74, MEF2C, ROCK1, CD81, FLT3, LAPTM5, PDGFA, HMGB1, IQGAP1, SOD1, DOK3, BANK1, HLA-DRB1	407	172	19453	3.6124935717958975	0.5100769359313333	0.025478906927560042	0.025078663562031322
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	11	2.558139534883721	3.149058527722142E-4	BLK, RB1, BTG2, ROCK1, PRMT1, NPY, STMN1, DTNBP1, UPF3B, HMGB1, GPM6B	407	126	19453	4.172672672672673	0.5604631473849424	0.028341526749499277	0.027896315026614427
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	8	1.8604651162790697	4.4203509804419767E-4	DDX17, RBM25, DDX5, YTHDC1, THRAP3, TRA2B, HNRNPA1, RBMX	407	66	19453	5.7934628843719755	0.6846167369260725	0.0384570535298452	0.037852938895851465
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	27	6.279069767441861	6.170572410999252E-4	PPP1R15A, ROCK1, NCF1, SH3KBP1, UBE2D2, CXCR4, NR3C1, YBX3, ZFP36L1, BCLAF1, MIEN1, INPP5D, PMAIP1, BCAP31, XBP1, MEF2C, PARP1, PRKCB, MX1, RHOB, SOD1, STK26, DDIT4, MDM2, MZB1, VDAC1, SLC25A6	407	619	19453	2.0848042932049395	0.8003154674721417	0.05195223868615499	0.051136130722119616
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	22	5.116279069767442	6.7034452188213E-4	HLA-DRB5, PRKCB, HLA-B, HLA-C, HLA-A, HLA-E, LAT2, CD79B, CD79A, HLA-DMA, HLA-DMB, IGHD, HLA-DPB1, BTK, HLA-DRA, ICOSLG, HLA-DQA1, PAG1, HLA-DRB1, LAIR1, HLA-DPA1, HLA-DQB1	407	457	19453	2.300904843574428	0.826258354897091	0.054674975066011225	0.053816096147349744
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	16	3.7209302325581395	7.606070817973531E-4	JUN, HSP90AA1, XRCC5, PRKCB, MGMT, PDGFA, FOS, SOD2, RHOA, DUSP6, SOD1, MDK, APEX1, FPGS, MDM2, FOSB	407	277	19453	2.7607837571736487	0.862748440917697	0.06015710556033611	0.05921210888295152
GOTERM_BP_DIRECT	GO:0002218~activation of innate immune response	6	1.3953488372093024	8.54765994183155E-4	SFPQ, HSP90AA1, IFI16, XRCC5, NONO, HMGB1	407	36	19453	7.966011466011466	0.892674955902543	0.0656158601417069	0.06458511291342722
GOTERM_BP_DIRECT	GO:0006413~translational initiation	7	1.627906976744186	9.736033826150766E-4	EIF4A2, EIF2S3, DDX3X, EIF1AX, EIF3H, EIF3F, EIF1	407	55	19453	6.083136028590574	0.9213181400447101	0.07260299510358142	0.07146248828394663
GOTERM_BP_DIRECT	GO:0007568~aging	11	2.558139534883721	0.0010556890639783702	MT-ATP6, PPP3CA, MT-ND4, JUND, MME, NPY, APEX1, MBP, FOS, PAX5, SOD1	407	147	19453	3.576576576576577	0.9365056197502889	0.07653745713843184	0.07533514459334537
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	12	2.7906976744186047	0.001209638094267587	PDLIM1, EGR1, MT-ND4, MYB, DDIT4, PDGFA, CXCR4, CD24, SOD2, RHOA, SOX4, ADA	407	176	19453	3.258822872459236	0.9575346349395008	0.08532852502806494	0.08398811524793058
GOTERM_BP_DIRECT	GO:2001190~positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	3	0.6976744186046512	0.0012855704157354333	HLA-DMB, CD81, LGALS9	407	3	19453	47.7960687960688	0.9651777036426454	0.08829838908077582	0.0869113262637981
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	29	6.744186046511628	0.0014736962456185117	KMT2E, USP16, NCF1, LEF1, PDLIM1, MED30, MDK, GPBP1, MYB, EPC1, SCAND1, SOX4, SMARCE1, CD74, EGR1, JUN, MEF2C, PRKCB, ARID5B, FOS, KLF2, KLF6, THRAP3, TAF7, TCF4, PHIP, TCF3, TRIM38, HLA-DRB1	407	728	19453	1.9039642789642792	0.9787028956673974	0.09862428720677731	0.09707501679471683
GOTERM_BP_DIRECT	GO:0071345~cellular response to cytokine stimulus	6	1.3953488372093024	0.0015602741866199339	MME, ITGA4, FLT3, LEF1, CXCR4, RHOA	407	41	19453	6.994546653083239	0.983016209674151	0.1002317871854682	0.09865726485803365
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	15	3.488372093023256	0.001574522327434558	RB1, PPP1R15A, JUN, USP16, JUND, CCNI, SON, CDK6, MDM2, ID3, EPC1, MDM4, SRSF5, CCNL1, CLIC1	407	268	19453	2.675153104257582	0.9836371527707874	0.1002317871854682	0.09865726485803365
GOTERM_BP_DIRECT	GO:0021542~dentate gyrus development	5	1.1627906976744187	0.0016707535979530136	BTG2, TUBA1A, CDK6, MDK, LEF1	407	25	19453	9.559213759213758	0.987276616438468	0.1038254021585087	0.102194428408126
GOTERM_BP_DIRECT	GO:1990830~cellular response to leukemia inhibitory factor	9	2.0930232558139537	0.0018144978090680363	TLE4, EIF4A2, BCLAF1, XRCC5, RNMT, MTF2, SRSF3, ARID5B, SLC25A5	407	107	19453	4.020230085650646	0.9912625864987116	0.11013579724808313	0.1084056946859485
GOTERM_BP_DIRECT	GO:0009409~response to cold	6	1.3953488372093024	0.0019370926220953818	PLAC8, HSP90AA1, CIRBP, MT-CO2, FOS, SOD2	407	43	19453	6.669218901777041	0.9936589750805032	0.11265610689613827	0.11088641326290391
GOTERM_BP_DIRECT	GO:0000380~alternative mRNA splicing, via spliceosome	5	1.1627906976744187	0.0019423466706230735	DDX17, HNRNPM, SFPQ, DDX5, SRSF9	407	26	19453	9.191551691551691	0.9937455031767868	0.11265610689613827	0.11088641326290391
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	23	5.348837209302325	0.002314417224855761	CD74, XBP1, DDX3X, RPL10, MGMT, LEF1, CLN8, SOD2, YWHAZ, SOCS2, PLAC8, TCL1A, MIEN1, HNRNPK, SON, DDAH2, MDM2, DPEP1, MDM4, PHIP, VDAC1, PTMA, TPT1	407	540	19453	2.035758485758486	0.9976365433021144	0.1293989586251158	0.12736625467736493
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	7	1.627906976744186	0.0023301728181534262	PSMA6, CARHSP1, APEX1, PSMB8, ZFP36L2, PSMB9, ZFP36L1	407	65	19453	5.147268947268947	0.9977319794845013	0.1293989586251158	0.12736625467736493
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	6	1.3953488372093024	0.0026213233749148167	CD74, MEF2C, CD81, BTK, TCF3, ADA	407	46	19453	6.234269842965496	0.9989412187575473	0.14253445851099317	0.14029541146158675
GOTERM_BP_DIRECT	GO:0031053~primary miRNA processing	4	0.9302325581395349	0.0027678102434855714	DDX5, DDX3X, HNRNPA2B1, SRSF3	407	14	19453	13.656019656019657	0.9992783718146474	0.147428259908109	0.14511233705131496
GOTERM_BP_DIRECT	GO:0045666~positive regulation of neuron differentiation	8	1.8604651162790697	0.0031344923937452283	SOCS2, MEF2C, CPNE1, UPF3B, SHOC2, TCF4, TCF3, RHOA	407	92	19453	4.156179895310331	0.9997236586509067	0.1609073171695154	0.15837965433275292
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	22	5.116279069767442	0.003144165967680186	EGR1, CD74, MEF2C, TLE1, DDX3X, GSN, ROCK1, BCL11A, LEF1, DTNBP1, MSN, RBPJ, TERF2, ACTG1, PPP3CA, CDK6, BLNK, MDM2, ERP29, ID3, LGALS9, EZR	407	519	19453	2.0260375982919334	0.9997305698065987	0.1609073171695154	0.15837965433275292
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	16	3.7209302325581395	0.003311158641576753	KMT2E, RB1, USP16, UHRF1, PRKCB, PRMT1, CHD9, ATRX, JMJD1C, UBE2A, NR3C1, NCOR1, MTF2, PHF14, HMGN3, HMGN1	407	322	19453	2.374959940177331	0.9998260014232627	0.16619469335606396	0.16358397211943612
GOTERM_BP_DIRECT	GO:0002486~antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	4	0.9302325581395349	0.004128401412947484	HLA-B, HLA-C, HLA-A, HLA-E	407	16	19453	11.949017199017199	0.9999795480253484	0.2009441749193513	0.19778758060069482
GOTERM_BP_DIRECT	GO:0022614~membrane to membrane docking	3	0.6976744186046512	0.004167684796630104	ROCK1, MSN, EZR	407	5	19453	28.67764127764128	0.9999815489230962	0.2009441749193513	0.19778758060069482
GOTERM_BP_DIRECT	GO:0006306~DNA methylation	5	1.1627906976744187	0.004234455793319663	KMT2E, MGMT, ATRX, ARID4B, FOS	407	32	19453	7.468135749385748	0.9999845112304333	0.2009441749193513	0.19778758060069482
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	16	3.7209302325581395	0.00489118109158476	RB1, SMARCE1, SMARCB1, USP16, PRKCB, PRMT1, CHD9, ATRX, JMJD1C, BAZ1A, UBE2A, SFPQ, BCL7A, MYB, HNRNPC, BPTF	407	336	19453	2.276003276003276	0.9999972317776464	0.226026208768874	0.22247560548936296
GOTERM_BP_DIRECT	GO:0002476~antigen processing and presentation of endogenous peptide antigen via MHC class Ib	4	0.9302325581395349	0.004936204559320236	HLA-B, HLA-C, HLA-A, HLA-E	407	17	19453	11.246133834369129	0.9999975401168513	0.226026208768874	0.22247560548936296
GOTERM_BP_DIRECT	GO:2000045~regulation of G1/S transition of mitotic cell cycle	6	1.3953488372093024	0.005281057420812923	CDKN2D, SMARCE1, SMARCB1, BCL7A, PSME1, TCF3	407	54	19453	5.310674310674311	0.9999990045634006	0.23764758393658153	0.23391442265635173
GOTERM_BP_DIRECT	GO:0007165~signal transduction	42	9.767441860465116	0.0060305608069015255	ROCK1, YWHAB, GMFG, GDI2, PRKX, HMGB1, LSP1, IQGAP1, NR3C1, RASGRP2, ELK3, CD79B, CCND3, YWHAQ, MDK, INPP5D, STMN1, SH3BP5, CYTL1, SHOC2, CLIC1, ICOSLG, PAG1, MPP1, CD53, IGBP1, CMTM7, CMTM8, TLE1, PRKCB, MX1, GAB1, YWHAZ, RHOB, APBB1IP, HSH2D, HNRNPK, CDK6, AKAP9, ERG, CMTM2, HLA-DRB1	407	1307	19453	1.535910397425317	0.9999998608085037	0.2667756560341183	0.2625849273377969
GOTERM_BP_DIRECT	GO:0042270~protection from natural killer cell mediated cytotoxicity	3	0.6976744186046512	0.006165410987160574	HLA-B, HLA-A, HLA-E	407	6	19453	23.8980343980344	0.9999999023165375	0.26819537794148496	0.2639823471002586
GOTERM_BP_DIRECT	GO:0043149~stress fiber assembly	4	0.9302325581395349	0.006820411277847882	PDLIM1, ZEB2, PHACTR1, RHOA	407	19	19453	10.062330272856588	0.9999999825208463	0.2918241546751307	0.28723994381624934
GOTERM_BP_DIRECT	GO:0045582~positive regulation of T cell differentiation	5	1.1627906976744187	0.007167618628663795	SMARCE1, CD74, XBP1, SMARCB1, MDK	407	37	19453	6.458928215684971	0.9999999929824436	0.3017336229163307	0.2969937460812466
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	13	3.0232558139534884	0.00756595618007614	XBP1, JUN, GAB1, PDGFA, PRKX, RBPJ, YWHAZ, SAT1, RHOB, ACTG1, ELK3, RNF213, WASF2	407	255	19453	2.4366623307799777	0.999999997537842	0.31246434566757914	0.3075559019233758
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	6	1.3953488372093024	0.007683402736550873	BTG2, TUBA1A, JUND, FOSB, RHOA, ACTG1	407	59	19453	4.860617165701912	0.9999999981921333	0.31246434566757914	0.3075559019233758
GOTERM_BP_DIRECT	GO:0001889~liver development	7	1.627906976744186	0.007794455464015163	UPF2, XBP1, JUN, FPGS, ARID5B, SOD2, ADA	407	83	19453	4.030993753885321	0.9999999986500882	0.31246434566757914	0.3075559019233758
GOTERM_BP_DIRECT	GO:0071375~cellular response to peptide hormone stimulus	4	0.9302325581395349	0.007901397246766369	XBP1, APEX1, MDM2, ZFP36L1	407	20	19453	9.559213759213758	0.9999999989811104	0.31246434566757914	0.3075559019233758
GOTERM_BP_DIRECT	GO:0006376~mRNA splice site selection	4	0.9302325581395349	0.009077584545035348	YTHDC1, LUC7L3, SRSF5, SRSF9	407	21	19453	9.104013104013104	0.9999999999539221	0.3536193382468994	0.34806439845068377
GOTERM_BP_DIRECT	GO:0045727~positive regulation of translation	7	1.627906976744186	0.009219272882101278	RPS4X, DDX3X, PRMT1, CIRBP, UPF3B, RHOA, SOX4	407	86	19453	3.890377692703274	0.9999999999682747	0.35385738562182845	0.34829870638409094
GOTERM_BP_DIRECT	GO:0042149~cellular response to glucose starvation	6	1.3953488372093024	0.009441825537291334	XBP1, IFI16, PLIN3, PMAIP1, HNRNPA1, YWHAZ	407	62	19453	4.625426012522786	0.9999999999823492	0.3560011847068833	0.35040882893179437
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	8	1.8604651162790697	0.009547924494054342	ACTR2, MT-ND4, RGS19, PRKCB, MGMT, FOS, RHOA, SOD1	407	113	19453	3.383792481137614	0.9999999999866541	0.3560011847068833	0.35040882893179437
GOTERM_BP_DIRECT	GO:0048025~negative regulation of mRNA splicing, via spliceosome	4	0.9302325581395349	0.01172191676992062	HNRNPK, HNRNPA2B1, RBMX, SRSF9	407	23	19453	8.312359790620661	0.9999999999999569	0.4309042643590537	0.4241352701679728
GOTERM_BP_DIRECT	GO:0000281~mitotic cytokinesis	6	1.3953488372093024	0.013751539212473561	SON, ROCK1, STMN1, RHOA, SPTBN1, RHOB	407	68	19453	4.217300187888424	0.9999999999999998	0.4984932964521666	0.4906625588450636
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	9	2.0930232558139537	0.01410046868122344	SH3KBP1, MSN, PHIP, EZR, SYNE3, MYL12A, RHOA, RHOB, MYL12B	407	151	19453	2.8487723123484714	0.9999999999999999	0.5041400446300436	0.49622060331593176
GOTERM_BP_DIRECT	GO:0070301~cellular response to hydrogen peroxide	6	1.3953488372093024	0.014579421198356599	TOP2B, APEX1, MYB, MDM2, KLF2, RHOB	407	69	19453	4.156179895310331	1.0	0.5070210402462452	0.49905634191287507
GOTERM_BP_DIRECT	GO:0071385~cellular response to glucocorticoid stimulus	4	0.9302325581395349	0.014763831056978786	FLT3, NR3C1, ZFP36L2, ZFP36L1	407	25	19453	7.6473710073710075	1.0	0.5070210402462452	0.49905634191287507
GOTERM_BP_DIRECT	GO:0051893~regulation of focal adhesion assembly	4	0.9302325581395349	0.014763831056978786	ROCK1, RHOA, GPM6B, ACTG1	407	25	19453	7.6473710073710075	1.0	0.5070210402462452	0.49905634191287507
GOTERM_BP_DIRECT	GO:0045663~positive regulation of myoblast differentiation	5	1.1627906976744187	0.015302506762575932	SMARCE1, MEF2C, SMARCB1, BTG1, SOX4	407	46	19453	5.195224869137912	1.0	0.5071902186515002	0.49922286272632327
GOTERM_BP_DIRECT	GO:0042100~B cell proliferation	5	1.1627906976744187	0.015302506762575932	CD79A, MEF2C, LEF1, MS4A1, ADA	407	46	19453	5.195224869137912	1.0	0.5071902186515002	0.49922286272632327
GOTERM_BP_DIRECT	GO:0001764~neuron migration	8	1.8604651162790697	0.015351734587535826	TOP2B, MEF2C, HSP90AA1, TUBA1A, DDIT4, CXCR4, NAV1, RHOA	407	124	19453	3.0836173416818577	1.0	0.5071902186515002	0.49922286272632327
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	9	2.0930232558139537	0.01627330726971661	MARCKSL1, GSN, TPM4, MPRIP, SH3KBP1, TMSB4X, TMSB10, RHOA, RHOB	407	155	19453	2.7752556075136723	1.0	0.5309166496745045	0.5225765796987746
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	9	2.0930232558139537	0.017445981886287022	PSMA6, MEF2C, PABPN1, BANK1, MBP, PSMB8, DUSP6, PSMB9, ZFP36L1	407	157	19453	2.7399020328956634	1.0	0.5389434070421772	0.5304772462418978
GOTERM_BP_DIRECT	GO:0045657~positive regulation of monocyte differentiation	3	0.6976744186046512	0.01750220829181346	CD74, HLA-DRB1, ZFP36L1	407	10	19453	14.33882063882064	1.0	0.5389434070421772	0.5304772462418978
